 All isoforms						
Base substituion class	S. laevis			S. leprosula		
	Synonymous	Missense	Nonsense	Synonymous	Missense	Nonsense
AT>GC	0.341810973	0.658189027	0	0.341773307	0.658226693	0
GC>AT	0.336315981	0.590334431	0.073349589	0.33646668	0.590229348	0.073303971
AT>TA	0.165744263	0.745685403	0.088570335	0.16498466	0.746084339	0.088931001
GC>TA	0.144339404	0.762533424	0.093127172	0.143047393	0.763316219	0.093636388
AT>CG	0.178582044	0.804726819	0.016691138	0.177812086	0.805420894	0.01676702
GC>CG	0.122058554	0.854900192	0.023041254	0.120883613	0.855947809	0.023168579
