 Primary isoforms						
Base substituion class	S. laevis			S. leprosula		
	Synonymous	Missense	Nonsense	Synonymous	Missense	Nonsense
AT>GC	0.341677509	0.658322491	0	0.341531802	0.658468198	0
GC>AT	0.336413962	0.590330356	0.073255683	0.336669263	0.589964845	0.073365892
AT>TA	0.165692593	0.74573713	0.088570277	0.164939203	0.746197944	0.088862853
GC>TA	0.144498459	0.762441293	0.093060248	0.143336558	0.763126555	0.093536887
AT>CG	0.178564995	0.804745728	0.016689277	0.177908939	0.805387961	0.0167031
GC>CG	0.122160113	0.854794556	0.02304533	0.121152899	0.855738221	0.02310888
